MAGEC1	MAGE family member, repetitive single exon gene, too many COSMIC mutations					
MAGEC1	MAGE family member, repetitive single exon gene, too many COSMIC mutations					
MAGEC2	MAGE family member, repetitive single exon gene, too many COSMIC mutations					
MAGEC3	MAGE family member, repetitive single exon gene, too many COSMIC mutations					
MAGED1	MAGE family member, repetitive single exon gene, too many COSMIC mutations					
MAGED2	MAGE family member, repetitive single exon gene, too many COSMIC mutations					
MAGED4	MAGE family member, repetitive single exon gene, too many COSMIC mutations					
MAGED4B	MAGE family member, repetitive single exon gene, too many COSMIC mutations					
USP17L2	USP17-like family, low complexity entire gene					
USP17L3	USP17-like family, low complexity entire gene					
USP17L4	USP17-like family, low complexity entire gene					
USP17L5	USP17-like family, low complexity entire gene					
USP17L7	USP17-like family, low complexity entire gene					
USP17L8	USP17-like family, low complexity entire gene					
USP17L10	USP17-like family, low complexity entire gene					
USP17L11	USP17-like family, low complexity entire gene					
USP17L12	USP17-like family, low complexity entire gene					
USP17L13	USP17-like family, low complexity entire gene					
USP17L15	USP17-like family, low complexity entire gene					
USP17L17	USP17-like family, low complexity entire gene					
USP17L19	USP17-like family, low complexity entire gene					
USP17L20	USP17-like family, low complexity entire gene					
USP17L24	USP17-like family, low complexity entire gene					
USP17L27	USP17-like family, low complexity entire gene					
USP17L28	USP17-like family, low complexity entire gene					
USP17L30	USP17-like family, low complexity entire gene					
POTEA	POTE ankyrin family, low complexity entire gene					
POTEB	POTE ankyrin family, low complexity entire gene					
POTEC	POTE ankyrin family, low complexity entire gene					
POTED	POTE ankyrin family, low complexity entire gene					
POTEE	POTE ankyrin family, low complexity entire gene					
POTEF	POTE ankyrin family, low complexity entire gene					
POTEG	POTE ankyrin family, low complexity entire gene					
POTEH	POTE ankyrin family, low complexity entire gene					
POTEI	POTE ankyrin family, low complexity entire gene					
POTEJ	POTE ankyrin family, low complexity entire gene					
POTEM	POTE ankyrin family, low complexity entire gene					
SSX1	SSX,  low complexity entire gene					
SSX2	SSX,  low complexity entire gene					
SSX3	SSX,  low complexity entire gene					
SSX4B	SSX,  low complexity entire gene					
SSX5	SSX,  low complexity entire gene					
SSX7	SSX,  low complexity entire gene					
PRAMEF1	PRAME family, low complexity entire gene					
PRAMEF2	PRAME family, low complexity entire gene					
PRAMEF3	PRAME family, low complexity entire gene					
PRAMEF4	PRAME family, low complexity entire gene					
PRAMEF5	PRAME family, low complexity entire gene					
PRAMEF6	PRAME family, low complexity entire gene					
PRAMEF8	PRAME family, low complexity entire gene					
PRAMEF9	PRAME family, low complexity entire gene					
PRAMEF10	PRAME family, low complexity entire gene					
PRAMEF11	PRAME family, low complexity entire gene					
PRAMEF12	PRAME family, low complexity, parts of gene					
PRAMEF13	PRAME family, low complexity entire gene					
PRAMEF16	PRAME family, low complexity entire gene					
PRAMEF17	PRAME family, low complexity entire gene					
PRAMEF19	PRAME family, low complexity entire gene					
PRAMEF20	PRAME family, low complexity entire gene					
PRAMEF22	PRAME family, low complexity entire gene					
DEFA1	DEFA family, low complexity entire gene					
DEFA1B	DEFA family, low complexity entire gene					
DEFB4A	DEFB family, low complexity entire gene					
DEFB4B	DEFB family, low complexity entire gene					
DEFB103A	DEFB family, low complexity entire gene					
DEFB104B	DEFB family, low complexity entire gene					
DEFB105A	DEFB family, low complexity entire gene					
DEFB106A	DEFB family, low complexity entire gene					
DEFB107A	DEFB family, low complexity entire gene					
DEFB107B	DEFB family, low complexity entire gene					
DEFB108B	DEFB family, low complexity entire gene					
DEFB130	DEFB family, low complexity entire gene					
DEFB131	DEFB family, low complexity entire gene					
ANKRD18A	Ankyrin family, low complexity entire gene					
ANKRD18B	Ankyrin family, low complexity entire gene					
ANKRD20A3	Ankyrin family, low complexity entire gene					
ANKRD20A4	Ankyrin family, low complexity entire gene					
ANKRD30BL	Ankyrin family, low complexity entire gene					
ANKRD30A	Ankyrin family, low complexity most of gene					
ANKRD30B	Ankyrin family, low complexity most of gene					
ANKRD49	Ankyrin family, low complexity parts of gene					
ANKRD62	Ankyrin family, low complexity parts of gene					
AGAP4	AGAP, low complexity entire gene					
AGAP5	AGAP, low complexity entire gene					
AGAP6	AGAP, low complexity entire gene					
AGAP7	AGAP, low complexity entire gene					
AGAP8	AGAP, low complexity entire gene					
AGAP9	AGAP, low complexity entire gene					
AGAP10	AGAP, low complexity entire gene					
AGAP11	AGAP, low complexity entire gene					
GOLGA6A	GOLGA6 golgin,  low complexity entire gene					
GOLGA6B	GOLGA6 golgin,  low complexity entire gene					
GOLGA6C	GOLGA6 golgin,  low complexity entire gene					
GOLGA6D	GOLGA6 golgin,  low complexity entire gene					
GOLGA6L1	GOLGA6 golgin,  low complexity entire gene					
GOLGA6L4	GOLGA6 golgin,  low complexity entire gene					
GOLGA6L6	GOLGA6 golgin,  low complexity entire gene					
GOLGA6L9	GOLGA6 golgin,  low complexity entire gene					
GOLGA6L10	GOLGA6 golgin,  low complexity entire gene					
GOLGA6L2	GOLGA6 golgin,  low complexity parts of gene					
GOLGA8A	GOLGA8 golgin,  low complexity entire gene					
GOLGA8B	GOLGA8 golgin,  low complexity entire gene					
GOLGA8C	GOLGA8 golgin,  low complexity entire gene					
FCGR1A	FCGR family member, low complexity entire gene					
FCGR1B	FCGR family member, low complexity entire gene					
FCGR2A	FCGR family member, low complexity entire gene					
FCGR2B	FCGR family member, low complexity entire gene					
FCGR3A	FCGR family member, low complexity entire gene					
FCGR3B	FCGR family member, low complexity entire gene					
BAGE	low complexity entire gene, paralogs					
BAGE2	low complexity entire gene, paralogs					
BAGE3	low complexity entire gene, paralogs					
BAGE4	low complexity entire gene, paralogs					
BAGE5	low complexity entire gene, paralogs					
TPTE	low complexity entire gene					
WASH1	low complexity entire gene					
FLG2	repetitive gene, filaggrin family					
FRG1	FSHD region, low complexity entire gene					
FRG2B	FSHD region, low complexity entire gene					
DUX2	DUX homeobox, low complexity entire gene, high GC					
DUX4	DUX homeobox, low complexity entire gene, high GC					
DUX4L3	DUX homeobox, low complexity entire gene, high GC					
DUX4L4	DUX homeobox, low complexity entire gene, high GC					
DUX4L5	DUX homeobox, low complexity entire gene, high GC					
DUX4L6	DUX homeobox, low complexity entire gene, high GC					
MYH1	myosin heavy, low complexity parts of gene					
MYH2	myosin heavy, low complexity parts of gene					
MYH3	myosin heavy, low complexity parts of gene					
MYH4	myosin heavy, low complexity parts of gene					
MYH6	myosin heavy, low complexity parts of gene					
MYH7	myosin heavy, low complexity parts of gene					
MYH8	myosin heavy, low complexity parts of gene					
TVP23C	low complexity, 17p2					
CDRT1	low complexity, 17p2, duplicated region					
TRIM16	low complexity entire gene, 17p2					
ZNF286A	low complexity, 17p2					
TBC1D26	low complexity, 17p2					
TRIM16L	low complexity entire gene					
TRIM51	low complexity entire gene					
PSG2	PSG family, low complexity entire gene					
PSG3	PSG family, low complexity entire gene					
PSG4	PSG family, low complexity entire gene					
PSG5	PSG family, low complexity entire gene					
PSG6	PSG family, low complexity entire gene					
PSG7	PSG family, low complexity entire gene					
PSG8	PSG family, low complexity entire gene					
PSG9	PSG family, low complexity entire gene					
PSG11	PSG family, low complexity entire gene					
CD177	low complexity, most of gene					
ACER2	most exons low complexity					
AKR1B10	most exons low complexity					
AMOT	simple repeat chrX:112,022,477-112,022,758					
OBP2A	most exons low complexity					
OBP2B	most exons low complexity					
PRSS1	most exons low complexity	
RBMX	low complexity entire gene
CRIPAK	low complexity entire gene
KMT2C	low complexity entire gene
RBMX2	low complexity entire gene
RBMXL1	low complexity entire gene
RBMXL3	low complexity entire gene
TYRO3	low complexity entire gene
